,user_id,activity_type_id,activity_type,date,start,finish,day,method
704,2,65,CYCLING,2019-06-14,2019-06-14 08:02:19,2019-06-15 12:23:18 +0900,14,proposed
707,5,65,CYCLING,2019-06-14,2019-06-14 09:41:11,2019-06-14 18:49:49 +0900,14,traditional
712,6,65,CYCLING,2019-06-15,2019-06-15 00:53:36,2019-06-15 09:56:57 +0900,15,proposed
713,6,65,CYCLING,2019-06-15,2019-06-15 01:05:04,2019-06-15 10:10:28 +0900,15,proposed
715,5,65,CYCLING,2019-06-15,2019-06-15 10:54:49,2019-06-15 19:58:08 +0900,15,proposed
716,6,65,CYCLING,2019-06-16,2019-06-16 01:24:42,2019-06-16 10:37:05 +0900,16,proposed
718,6,65,CYCLING,2019-06-17,2019-06-17 00:38:13,2019-06-17 09:43:57 +0900,17,traditional
719,5,65,CYCLING,2019-06-17,2019-06-17 02:33:12,2019-06-17 11:39:51 +0900,17,traditional
721,6,65,CYCLING,2019-06-17,2019-06-17 06:30:48,2019-06-17 16:01:03 +0900,17,traditional
722,5,65,CYCLING,2019-06-22,2019-06-22 00:50:07,2019-06-22 09:59:41 +0900,22,proposed
724,5,65,CYCLING,2019-06-22,2019-06-22 06:18:45,2019-06-22 15:26:13 +0900,22,proposed
725,6,65,CYCLING,2019-06-22,2019-06-22 10:25:18,2019-06-22 23:15:37 +0900,22,traditional
741,2,66,IN_VEHICLE,2019-06-14,2019-06-14 03:20:28,2019-06-14 12:24:29 +0900,14,proposed
745,6,66,IN_VEHICLE,2019-06-14,2019-06-14 09:53:56,2019-06-14 19:01:24 +0900,14,traditional
753,3,66,IN_VEHICLE,2019-06-14,2019-06-14 23:06:25,2019-06-15 08:25:56 +0900,14,proposed
756,3,66,IN_VEHICLE,2019-06-15,2019-06-15 10:25:23,2019-06-15 19:39:48 +0900,15,traditional
757,3,66,IN_VEHICLE,2019-06-15,2019-06-15 23:07:43,2019-06-16 08:22:57 +0900,15,traditional
761,2,66,IN_VEHICLE,2019-06-16,2019-06-16 05:35:43,2019-06-16 14:59:06 +0900,16,traditional
762,3,66,IN_VEHICLE,2019-06-16,2019-06-16 10:11:30,2019-06-16 19:26:01 +0900,16,traditional
763,3,66,IN_VEHICLE,2019-06-16,2019-06-16 22:58:40,2019-06-17 08:17:41 +0900,16,traditional
768,3,66,IN_VEHICLE,2019-06-22,2019-06-22 10:18:00,2019-06-22 19:40:37 +0900,22,traditional
769,3,66,IN_VEHICLE,2019-06-22,2019-06-22 08:51:24,2019-06-22 18:08:32 +0900,22,traditional
795,5,67,SITTING,2019-06-13,2019-06-13 00:18:28,2019-06-13 09:38:33 +0900,13,proposed
796,6,67,SITTING,2019-06-13,2019-06-13 00:18:35,2019-06-13 09:33:55 +0900,13,proposed
797,3,67,SITTING,2019-06-13,2019-06-13 00:53:57,2019-06-13 09:54:09 +0900,13,proposed
72,5,67,SITTING,2019-06-13,2019-06-13 00:58:53,2019-06-13 09:58:51 +0900,13,proposed
800,6,67,SITTING,2019-06-13,2019-06-13 00:59:41,2019-06-13 10:21:59 +0900,13,proposed
801,6,67,SITTING,2019-06-13,2019-06-13 00:59:41,2019-06-13 10:21:59 +0900,13,proposed
803,3,67,SITTING,2019-06-13,2019-06-13 00:57:55,2019-06-13 09:58:05 +0900,13,proposed
808,6,67,SITTING,2019-06-13,2019-06-13 01:24:30,2019-06-13 11:23:57 +0900,13,proposed
810,3,67,SITTING,2019-06-13,2019-06-13 01:24:02,2019-06-13 11:01:00 +0900,13,proposed
812,2,67,SITTING,2019-06-13,2019-06-13 02:00:36,2019-06-13 11:32:18 +0900,13,proposed
813,3,67,SITTING,2019-06-13,2019-06-13 02:02:25,2019-06-13 11:27:41 +0900,13,proposed
814,6,67,SITTING,2019-06-13,2019-06-13 02:24:19,2019-06-13 11:25:03 +0900,13,proposed
815,3,67,SITTING,2019-06-13,2019-06-13 02:27:53,2019-06-13 11:28:05 +0900,13,proposed
816,3,67,SITTING,2019-06-13,2019-06-13 02:28:37,2019-06-13 11:30:59 +0900,13,proposed
822,3,67,SITTING,2019-06-13,2019-06-13 02:54:24,2019-06-13 11:55:37 +0900,13,proposed
823,3,67,SITTING,2019-06-13,2019-06-13 02:56:20,2019-06-13 12:04:44 +0900,13,proposed
824,6,67,SITTING,2019-06-13,2019-06-13 02:42:50,2019-06-13 11:50:43 +0900,13,proposed
826,5,67,SITTING,2019-06-13,2019-06-13 03:03:26,2019-06-13 12:46:00 +0900,13,proposed
827,5,67,SITTING,2019-06-13,2019-06-13 03:46:02,2019-06-13 13:00:56 +0900,13,proposed
828,2,67,SITTING,2019-06-13,2019-06-13 03:05:02,2019-06-13 12:32:17 +0900,13,proposed
835,6,67,SITTING,2019-06-13,2019-06-13 03:18:25,2019-06-13 12:40:26 +0900,13,proposed
838,2,67,SITTING,2019-06-13,2019-06-13 03:41:46,2019-06-13 12:42:06 +0900,13,proposed
839,2,67,SITTING,2019-06-13,2019-06-13 03:42:51,2019-06-13 12:45:27 +0900,13,proposed
840,2,67,SITTING,2019-06-13,2019-06-13 03:45:08,2019-06-13 12:45:08 +0900,13,proposed
844,5,67,SITTING,2019-06-13,2019-06-13 04:04:41,2019-06-13 13:31:01 +0900,13,proposed
845,6,67,SITTING,2019-06-13,2019-06-13 04:19:08,2019-06-13 13:45:52 +0900,13,proposed
847,5,67,SITTING,2019-06-13,2019-06-13 04:31:04,2019-06-13 13:31:03 +0900,13,proposed
848,3,67,SITTING,2019-06-13,2019-06-13 04:20:19,2019-06-13 13:58:05 +0900,13,proposed
849,2,67,SITTING,2019-06-13,2019-06-13 04:39:40,2019-06-13 15:27:17 +0900,13,proposed
850,6,67,SITTING,2019-06-13,2019-06-13 04:45:57,2019-06-13 13:45:57 +0900,13,proposed
852,6,67,SITTING,2019-06-13,2019-06-13 05:04:44,2019-06-13 14:15:50 +0900,13,proposed
853,6,67,SITTING,2019-06-13,2019-06-13 05:04:44,2019-06-13 14:15:50 +0900,13,proposed
854,6,67,SITTING,2019-06-13,2019-06-13 05:15:55,2019-06-13 14:21:19 +0900,13,proposed
855,6,67,SITTING,2019-06-13,2019-06-13 05:30:53,2019-06-13 14:43:16 +0900,13,proposed
859,6,67,SITTING,2019-06-13,2019-06-13 05:43:57,2019-06-13 14:51:54 +0900,13,proposed
862,2,67,SITTING,2019-06-13,2019-06-13 06:32:39,2019-06-13 16:14:31 +0900,13,proposed
863,3,67,SITTING,2019-06-13,2019-06-13 06:07:21,2019-06-13 17:11:03 +0900,13,proposed
864,6,67,SITTING,2019-06-13,2019-06-13 06:45:54,2019-06-13 15:56:09 +0900,13,proposed
869,6,67,SITTING,2019-06-13,2019-06-13 06:58:17,2019-06-13 16:14:56 +0900,13,proposed
872,2,67,SITTING,2019-06-13,2019-06-13 07:25:04,2019-06-13 16:25:29 +0900,13,proposed
874,2,67,SITTING,2019-06-13,2019-06-13 07:26:15,2019-06-13 16:44:22 +0900,13,proposed
875,2,67,SITTING,2019-06-13,2019-06-13 07:44:26,2019-06-13 17:50:21 +0900,13,proposed
880,6,67,SITTING,2019-06-13,2019-06-13 08:00:29,2019-06-13 17:12:16 +0900,13,proposed
895,4,67,SITTING,2019-06-13,2019-06-13 06:49:15,2019-06-13 17:18:15 +0900,13,proposed
896,4,67,SITTING,2019-06-13,2019-06-13 08:18:43,2019-06-13 17:43:34 +0900,13,proposed
901,2,67,SITTING,2019-06-13,2019-06-13 08:53:21,2019-06-13 18:07:38 +0900,13,proposed
902,3,67,SITTING,2019-06-13,2019-06-13 08:24:28,2019-06-13 17:24:27 +0900,13,proposed
903,3,67,SITTING,2019-06-13,2019-06-13 08:52:15,2019-06-13 17:54:37 +0900,13,proposed
904,3,67,SITTING,2019-06-13,2019-06-13 08:19:04,2019-06-13 17:19:04 +0900,13,proposed
908,4,67,SITTING,2019-06-13,2019-06-13 09:03:06,2019-06-13 18:10:32 +0900,13,proposed
909,4,67,SITTING,2019-06-13,2019-06-13 09:26:42,2019-06-13 22:22:14 +0900,13,proposed
910,2,67,SITTING,2019-06-13,2019-06-13 09:18:34,2019-06-13 18:25:49 +0900,13,proposed
911,2,67,SITTING,2019-06-13,2019-06-13 09:35:00,2019-06-13 19:03:48 +0900,13,proposed
912,1,67,SITTING,2019-06-13,2019-06-13 09:37:18,2019-06-13 19:33:24 +0900,13,traditional
913,6,67,SITTING,2019-06-13,2019-06-13 08:58:36,2019-06-13 18:15:19 +0900,13,proposed
914,5,67,SITTING,2019-06-13,2019-06-13 09:46:15,2019-06-13 19:00:13 +0900,13,proposed
915,2,67,SITTING,2019-06-13,2019-06-13 10:06:05,2019-06-13 19:23:59 +0900,13,proposed
916,2,67,SITTING,2019-06-13,2019-06-13 10:30:49,2019-06-13 19:35:07 +0900,13,proposed
917,3,67,SITTING,2019-06-13,2019-06-13 09:35:07,2019-06-13 20:01:07 +0900,13,proposed
918,2,67,SITTING,2019-06-13,2019-06-13 10:40:19,2019-06-13 20:12:31 +0900,13,proposed
919,1,67,SITTING,2019-06-13,2019-06-13 22:58:41,2019-06-14 08:06:05 +0900,13,traditional
920,3,67,SITTING,2019-06-13,2019-06-13 23:07:08,2019-06-14 08:21:49 +0900,13,proposed
921,1,67,SITTING,2019-06-14,2019-06-14 00:02:06,2019-06-14 09:15:25 +0900,14,proposed
922,1,67,SITTING,2019-06-14,2019-06-14 00:17:25,2019-06-14 09:59:23 +0900,14,proposed
923,3,67,SITTING,2019-06-13,2019-06-13 23:41:11,2019-06-14 09:47:37 +0900,13,proposed
925,5,67,SITTING,2019-06-14,2019-06-14 00:51:08,2019-06-14 10:01:05 +0900,14,traditional
926,3,67,SITTING,2019-06-14,2019-06-14 00:48:29,2019-06-14 09:57:41 +0900,14,proposed
927,1,67,SITTING,2019-06-14,2019-06-14 01:00:43,2019-06-14 11:20:38 +0900,14,proposed
928,4,67,SITTING,2019-06-14,2019-06-14 01:12:47,2019-06-14 10:28:25 +0900,14,traditional
929,4,67,SITTING,2019-06-14,2019-06-14 01:29:07,2019-06-14 10:31:00 +0900,14,traditional
934,3,67,SITTING,2019-06-14,2019-06-14 01:27:44,2019-06-14 10:28:17 +0900,14,proposed
936,1,67,SITTING,2019-06-14,2019-06-14 01:54:22,2019-06-14 10:55:22 +0900,14,proposed
937,5,67,SITTING,2019-06-14,2019-06-14 02:02:36,2019-06-14 11:08:13 +0900,14,traditional
938,5,67,SITTING,2019-06-14,2019-06-14 02:08:16,2019-06-14 11:16:07 +0900,14,traditional
943,1,67,SITTING,2019-06-14,2019-06-14 02:31:58,2019-06-14 12:57:55 +0900,14,proposed
944,1,67,SITTING,2019-06-14,2019-06-14 02:31:58,2019-06-14 12:57:55 +0900,14,proposed
949,4,67,SITTING,2019-06-14,2019-06-14 03:03:24,2019-06-14 12:59:21 +0900,14,traditional
952,3,67,SITTING,2019-06-14,2019-06-14 02:41:40,2019-06-14 12:14:16 +0900,14,proposed
954,3,67,SITTING,2019-06-14,2019-06-14 03:17:19,2019-06-14 12:18:48 +0900,14,proposed
955,3,67,SITTING,2019-06-14,2019-06-14 03:19:55,2019-06-14 12:31:06 +0900,14,proposed
962,5,67,SITTING,2019-06-14,2019-06-14 03:31:07,2019-06-14 12:31:06 +0900,14,traditional
969,3,67,SITTING,2019-06-14,2019-06-14 03:33:38,2019-06-14 13:13:45 +0900,14,proposed
970,2,67,SITTING,2019-06-14,2019-06-14 03:34:06,2019-06-14 12:58:11 +0900,14,proposed
971,2,67,SITTING,2019-06-14,2019-06-14 03:34:06,2019-06-14 12:58:11 +0900,14,proposed
974,5,67,SITTING,2019-06-14,2019-06-14 04:18:57,2019-06-14 13:18:57 +0900,14,traditional
978,3,67,SITTING,2019-06-14,2019-06-14 04:26:27,2019-06-14 14:53:51 +0900,14,proposed
13,5,67,SITTING,2019-06-14,2019-06-14 05:39:16,2019-06-14 14:45:44 +0900,14,traditional
14,1,67,SITTING,2019-06-14,2019-06-14 05:51:09,2019-06-14 15:57:53 +0900,14,proposed
15,3,67,SITTING,2019-06-14,2019-06-14 05:53:56,2019-06-14 14:54:35 +0900,14,proposed
16,4,67,SITTING,2019-06-14,2019-06-14 04:21:17,2019-06-14 14:24:25 +0900,14,traditional
17,4,67,SITTING,2019-06-14,2019-06-14 05:56:03,2019-06-14 17:02:20 +0900,14,traditional
22,3,67,SITTING,2019-06-14,2019-06-14 05:59:42,2019-06-14 16:07:21 +0900,14,proposed
23,5,67,SITTING,2019-06-14,2019-06-14 06:36:54,2019-06-14 15:45:45 +0900,14,traditional
24,5,67,SITTING,2019-06-14,2019-06-14 07:00:19,2019-06-14 16:00:18 +0900,14,traditional
91,5,67,SITTING,2019-06-14,2019-06-14 07:39:21,2019-06-14 17:37:35 +0900,14,traditional
29,4,67,SITTING,2019-06-14,2019-06-14 07:46:06,2019-06-14 16:52:52 +0900,14,traditional
1001,1,67,SITTING,2019-06-14,2019-06-14 08:01:39,2019-06-14 17:46:43 +0900,14,proposed
1002,4,67,SITTING,2019-06-14,2019-06-14 08:02:08,2019-06-14 17:13:55 +0900,14,traditional
1003,4,67,SITTING,2019-06-14,2019-06-14 08:08:47,2019-06-14 17:59:17 +0900,14,traditional
1004,3,67,SITTING,2019-06-14,2019-06-14 07:12:29,2019-06-14 18:26:24 +0900,14,proposed
1005,4,67,SITTING,2019-06-14,2019-06-14 08:14:04,2019-06-14 17:15:57 +0900,14,traditional
1006,1,67,SITTING,2019-06-14,2019-06-14 08:21:08,2019-06-14 17:32:33 +0900,14,proposed
1009,5,67,SITTING,2019-06-14,2019-06-14 08:37:40,2019-06-14 17:37:39 +0900,14,traditional
30,6,67,SITTING,2019-06-14,2019-06-14 09:07:16,2019-06-14 18:30:32 +0900,14,traditional
36,3,67,SITTING,2019-06-14,2019-06-14 09:29:58,2019-06-14 18:34:42 +0900,14,proposed
1021,2,67,SITTING,2019-06-14,2019-06-14 09:32:38,2019-06-14 18:38:35 +0900,14,proposed
1023,3,67,SITTING,2019-06-14,2019-06-14 09:35:45,2019-06-14 18:37:13 +0900,14,proposed
1024,1,67,SITTING,2019-06-14,2019-06-14 09:40:29,2019-06-14 18:46:36 +0900,14,proposed
1025,3,67,SITTING,2019-06-14,2019-06-14 09:42:35,2019-06-14 18:54:01 +0900,14,proposed
1026,1,67,SITTING,2019-06-14,2019-06-14 10:41:33,2019-06-14 20:01:11 +0900,14,proposed
1028,3,67,SITTING,2019-06-14,2019-06-14 23:35:35,2019-06-15 09:56:13 +0900,14,proposed
1029,1,67,SITTING,2019-06-15,2019-06-15 00:14:03,2019-06-15 10:48:01 +0900,15,proposed
40,1,67,SITTING,2019-06-15,2019-06-15 00:14:03,2019-06-15 10:48:01 +0900,15,proposed
50,5,67,SITTING,2019-06-15,2019-06-15 01:14:07,2019-06-15 10:14:07 +0900,15,proposed
51,3,67,SITTING,2019-06-15,2019-06-15 00:57:31,2019-06-15 10:17:57 +0900,15,traditional
52,3,67,SITTING,2019-06-15,2019-06-15 00:57:31,2019-06-15 10:17:57 +0900,15,traditional
54,3,67,SITTING,2019-06-15,2019-06-15 01:19:22,2019-06-15 10:29:25 +0900,15,traditional
57,1,67,SITTING,2019-06-15,2019-06-15 01:48:21,2019-06-15 12:06:28 +0900,15,proposed
58,4,67,SITTING,2019-06-15,2019-06-15 01:56:33,2019-06-15 10:58:33 +0900,15,proposed
59,4,67,SITTING,2019-06-14,2019-06-14 23:44:51,2019-06-15 09:10:27 +0900,14,traditional
60,4,67,SITTING,2019-06-15,2019-06-15 01:06:42,2019-06-15 10:17:31 +0900,15,proposed
61,4,67,SITTING,2019-06-15,2019-06-15 01:25:39,2019-06-15 12:33:17 +0900,15,proposed
62,4,67,SITTING,2019-06-15,2019-06-15 02:09:15,2019-06-15 11:18:56 +0900,15,proposed
63,4,67,SITTING,2019-06-15,2019-06-15 02:18:59,2019-06-15 11:31:05 +0900,15,proposed
64,4,67,SITTING,2019-06-15,2019-06-15 02:31:10,2019-06-15 11:59:02 +0900,15,proposed
65,4,67,SITTING,2019-06-15,2019-06-15 02:59:17,2019-06-15 12:18:29 +0900,15,proposed
68,2,67,SITTING,2019-06-15,2019-06-15 03:17:40,2019-06-15 12:22:33 +0900,15,proposed
1061,3,67,SITTING,2019-06-15,2019-06-15 03:26:13,2019-06-15 12:48:47 +0900,15,traditional
1064,6,67,SITTING,2019-06-15,2019-06-15 04:03:42,2019-06-15 13:19:03 +0900,15,proposed
1066,6,67,SITTING,2019-06-15,2019-06-15 04:19:07,2019-06-15 13:29:26 +0900,15,proposed
1068,6,67,SITTING,2019-06-15,2019-06-15 04:37:55,2019-06-15 14:27:55 +0900,15,proposed
1069,3,67,SITTING,2019-06-15,2019-06-15 03:49:48,2019-06-15 13:45:30 +0900,15,traditional
1070,2,67,SITTING,2019-06-15,2019-06-15 03:59:22,2019-06-15 13:49:31 +0900,15,proposed
1071,6,67,SITTING,2019-06-15,2019-06-15 05:27:59,2019-06-15 15:28:31 +0900,15,proposed
1074,5,67,SITTING,2019-06-15,2019-06-15 05:45:56,2019-06-15 14:45:55 +0900,15,proposed
1076,2,67,SITTING,2019-06-15,2019-06-15 06:24:06,2019-06-15 15:31:09 +0900,15,proposed
1079,3,67,SITTING,2019-06-15,2019-06-15 05:45:10,2019-06-15 15:36:41 +0900,15,traditional
1082,6,67,SITTING,2019-06-15,2019-06-15 06:57:56,2019-06-15 16:04:04 +0900,15,proposed
1084,1,67,SITTING,2019-06-15,2019-06-15 03:58:49,2019-06-15 16:00:16 +0900,15,proposed
1085,5,67,SITTING,2019-06-15,2019-06-15 07:10:27,2019-06-15 17:03:53 +0900,15,proposed
1087,1,67,SITTING,2019-06-15,2019-06-15 07:30:58,2019-06-15 16:48:28 +0900,15,proposed
1088,1,67,SITTING,2019-06-15,2019-06-15 07:56:18,2019-06-15 19:43:58 +0900,15,proposed
1089,6,67,SITTING,2019-06-15,2019-06-15 08:00:59,2019-06-15 17:04:02 +0900,15,proposed
1090,3,67,SITTING,2019-06-15,2019-06-15 07:53:58,2019-06-15 18:20:45 +0900,15,traditional
1091,6,67,SITTING,2019-06-15,2019-06-15 08:18:05,2019-06-15 17:35:23 +0900,15,proposed
1092,6,67,SITTING,2019-06-15,2019-06-15 08:43:16,2019-06-15 18:00:40 +0900,15,proposed
1095,5,67,SITTING,2019-06-15,2019-06-15 09:12:42,2019-06-15 18:52:07 +0900,15,proposed
1096,6,67,SITTING,2019-06-15,2019-06-15 09:12:54,2019-06-15 18:12:52 +0900,15,proposed
13,5,67,SITTING,2019-06-15,2019-06-15 10:16:31,2019-06-15 19:16:31 +0900,15,proposed
1102,3,67,SITTING,2019-06-15,2019-06-15 10:25:04,2019-06-15 19:25:04 +0900,15,traditional
14,3,67,SITTING,2019-06-15,2019-06-15 10:25:11,2019-06-15 19:39:39 +0900,15,traditional
15,3,67,SITTING,2019-06-15,2019-06-15 23:07:24,2019-06-16 08:22:31 +0900,15,traditional
16,3,67,SITTING,2019-06-15,2019-06-15 23:34:53,2019-06-16 09:57:28 +0900,15,traditional
1110,6,67,SITTING,2019-06-16,2019-06-16 01:12:24,2019-06-16 10:21:46 +0900,16,proposed
1112,5,67,SITTING,2019-06-16,2019-06-16 01:20:33,2019-06-16 10:23:13 +0900,16,traditional
1115,5,67,SITTING,2019-06-16,2019-06-16 02:11:02,2019-06-16 12:42:27 +0900,16,traditional
1117,3,67,SITTING,2019-06-16,2019-06-16 02:50:09,2019-06-16 12:05:49 +0900,16,traditional
1118,3,67,SITTING,2019-06-16,2019-06-16 03:10:44,2019-06-16 12:20:16 +0900,16,traditional
1119,3,67,SITTING,2019-06-16,2019-06-16 03:10:44,2019-06-16 12:20:16 +0900,16,traditional
1124,3,67,SITTING,2019-06-16,2019-06-16 03:30:01,2019-06-16 13:19:38 +0900,16,traditional
1126,5,67,SITTING,2019-06-16,2019-06-16 03:42:30,2019-06-16 12:46:07 +0900,16,traditional
1129,6,67,SITTING,2019-06-16,2019-06-16 03:09:37,2019-06-16 12:42:32 +0900,16,proposed
1130,6,67,SITTING,2019-06-16,2019-06-16 03:42:38,2019-06-16 12:46:21 +0900,16,proposed
1131,1,67,SITTING,2019-06-16,2019-06-16 01:28:41,2019-06-16 12:00:57 +0900,16,proposed
1132,1,67,SITTING,2019-06-16,2019-06-16 04:14:33,2019-06-16 14:30:28 +0900,16,proposed
1134,4,67,SITTING,2019-06-16,2019-06-16 04:16:18,2019-06-16 14:15:54 +0900,16,traditional
1135,5,67,SITTING,2019-06-16,2019-06-16 04:41:19,2019-06-16 13:41:18 +0900,16,traditional
1136,3,67,SITTING,2019-06-16,2019-06-16 04:33:39,2019-06-16 16:13:54 +0900,16,traditional
1143,6,67,SITTING,2019-06-16,2019-06-16 06:46:20,2019-06-16 16:11:36 +0900,16,proposed
1144,6,67,SITTING,2019-06-16,2019-06-16 06:46:20,2019-06-16 16:11:36 +0900,16,proposed
1148,1,67,SITTING,2019-06-16,2019-06-16 07:39:49,2019-06-16 17:02:11 +0900,16,proposed
1149,1,67,SITTING,2019-06-16,2019-06-16 08:09:04,2019-06-16 18:06:11 +0900,16,proposed
1150,3,67,SITTING,2019-06-16,2019-06-16 08:42:45,2019-06-16 19:02:04 +0900,16,traditional
1152,6,67,SITTING,2019-06-16,2019-06-16 09:53:44,2019-06-16 19:45:19 +0900,16,proposed
1153,1,67,SITTING,2019-06-16,2019-06-16 09:17:15,2019-06-16 19:29:04 +0900,16,proposed
1154,2,67,SITTING,2019-06-16,2019-06-16 06:07:39,2019-06-16 16:00:40 +0900,16,traditional
1155,2,67,SITTING,2019-06-16,2019-06-16 08:09:26,2019-06-16 17:33:43 +0900,16,traditional
1156,2,67,SITTING,2019-06-16,2019-06-16 09:40:57,2019-06-16 19:42:45 +0900,16,traditional
1157,3,67,SITTING,2019-06-16,2019-06-16 10:11:29,2019-06-16 19:25:36 +0900,16,traditional
1158,3,67,SITTING,2019-06-16,2019-06-16 22:58:40,2019-06-17 08:17:40 +0900,16,traditional
1160,3,67,SITTING,2019-06-17,2019-06-17 00:37:29,2019-06-17 09:57:18 +0900,17,proposed
1161,1,67,SITTING,2019-06-16,2019-06-16 23:49:27,2019-06-17 09:59:06 +0900,16,proposed
1162,1,67,SITTING,2019-06-17,2019-06-17 01:17:47,2019-06-17 10:20:52 +0900,17,traditional
1163,3,67,SITTING,2019-06-17,2019-06-17 00:58:32,2019-06-17 10:21:17 +0900,17,proposed
1164,6,67,SITTING,2019-06-17,2019-06-17 01:47:15,2019-06-17 10:47:15 +0900,17,traditional
1165,6,67,SITTING,2019-06-17,2019-06-17 01:47:17,2019-06-17 10:55:19 +0900,17,traditional
1166,5,67,SITTING,2019-06-17,2019-06-17 01:54:01,2019-06-17 10:58:39 +0900,17,traditional
1167,6,67,SITTING,2019-06-17,2019-06-17 01:55:23,2019-06-17 11:09:59 +0900,17,traditional
1168,5,67,SITTING,2019-06-17,2019-06-17 02:00:12,2019-06-17 11:21:33 +0900,17,traditional
1170,6,67,SITTING,2019-06-17,2019-06-17 02:10:01,2019-06-17 11:19:54 +0900,17,traditional
1171,6,67,SITTING,2019-06-17,2019-06-17 02:19:59,2019-06-17 11:46:50 +0900,17,traditional
1172,3,67,SITTING,2019-06-17,2019-06-17 01:30:37,2019-06-17 12:04:45 +0900,17,proposed
1173,2,67,SITTING,2019-06-17,2019-06-17 01:30:41,2019-06-17 11:28:27 +0900,17,traditional
1174,1,67,SITTING,2019-06-17,2019-06-17 02:21:14,2019-06-17 12:05:42 +0900,17,traditional
1177,4,67,SITTING,2019-06-17,2019-06-17 03:15:16,2019-06-17 12:54:02 +0900,17,traditional
1180,3,67,SITTING,2019-06-17,2019-06-17 03:31:31,2019-06-17 12:55:50 +0900,17,proposed
1181,6,67,SITTING,2019-06-17,2019-06-17 03:55:57,2019-06-17 14:14:13 +0900,17,traditional
1182,5,67,SITTING,2019-06-17,2019-06-17 03:33:27,2019-06-17 12:41:59 +0900,17,traditional
1187,3,67,SITTING,2019-06-17,2019-06-17 04:16:43,2019-06-17 14:26:12 +0900,17,proposed
1188,6,67,SITTING,2019-06-17,2019-06-17 05:14:16,2019-06-17 14:20:04 +0900,17,traditional
1189,5,67,SITTING,2019-06-17,2019-06-17 05:14:11,2019-06-17 14:53:55 +0900,17,traditional
1190,6,67,SITTING,2019-06-17,2019-06-17 05:20:21,2019-06-17 15:26:13 +0900,17,traditional
1191,6,67,SITTING,2019-06-17,2019-06-17 05:20:21,2019-06-17 15:26:13 +0900,17,traditional
1193,4,67,SITTING,2019-06-17,2019-06-17 03:59:43,2019-06-17 14:29:26 +0900,17,traditional
1194,4,67,SITTING,2019-06-17,2019-06-17 06:01:45,2019-06-17 16:19:38 +0900,17,traditional
1196,1,67,SITTING,2019-06-17,2019-06-17 04:34:25,2019-06-17 14:28:56 +0900,17,traditional
1197,1,67,SITTING,2019-06-17,2019-06-17 06:23:34,2019-06-17 15:23:33 +0900,17,traditional
111,2,67,SITTING,2019-06-17,2019-06-17 06:25:46,2019-06-17 15:34:27 +0900,17,traditional
1200,3,67,SITTING,2019-06-17,2019-06-17 06:12:41,2019-06-17 15:33:04 +0900,17,proposed
1202,3,67,SITTING,2019-06-17,2019-06-17 08:51:09,2019-06-17 18:06:28 +0900,17,proposed
1203,2,67,SITTING,2019-06-17,2019-06-17 07:44:40,2019-06-17 16:44:40 +0900,17,traditional
1205,4,67,SITTING,2019-06-17,2019-06-17 09:36:00,2019-06-17 18:35:59 +0900,17,traditional
1206,1,67,SITTING,2019-06-17,2019-06-17 09:40:36,2019-06-17 19:07:49 +0900,17,traditional
1207,3,67,SITTING,2019-06-17,2019-06-17 09:06:43,2019-06-17 18:22:26 +0900,17,proposed
1233,5,67,SITTING,2019-06-22,2019-06-22 00:35:31,2019-06-22 09:40:37 +0900,22,proposed
1235,5,67,SITTING,2019-06-22,2019-06-22 01:05:00,2019-06-22 10:24:24 +0900,22,proposed
1236,5,67,SITTING,2019-06-22,2019-06-22 01:25:53,2019-06-22 11:17:21 +0900,22,proposed
1238,1,67,SITTING,2019-06-22,2019-06-22 01:28:26,2019-06-22 10:56:23 +0900,22,traditional
1241,2,67,SITTING,2019-06-22,2019-06-22 01:41:34,2019-06-22 12:16:15 +0900,22,traditional
1248,1,67,SITTING,2019-06-22,2019-06-22 01:57:07,2019-06-22 11:00:37 +0900,22,traditional
1251,6,67,SITTING,2019-06-22,2019-06-22 05:32:42,2019-06-22 15:19:24 +0900,22,traditional
1252,6,67,SITTING,2019-06-22,2019-06-22 02:53:15,2019-06-22 12:29:16 +0900,22,traditional
1253,6,67,SITTING,2019-06-22,2019-06-22 03:29:17,2019-06-22 12:54:03 +0900,22,traditional
1255,3,67,SITTING,2019-06-22,2019-06-22 03:04:46,2019-06-22 12:44:32 +0900,22,traditional
1257,5,67,SITTING,2019-06-22,2019-06-22 02:25:41,2019-06-22 11:34:00 +0900,22,proposed
1258,5,67,SITTING,2019-06-22,2019-06-22 03:45:33,2019-06-22 12:45:32 +0900,22,proposed
1262,2,67,SITTING,2019-06-22,2019-06-22 03:41:29,2019-06-22 12:41:28 +0900,22,traditional
1263,3,67,SITTING,2019-06-22,2019-06-22 04:00:55,2019-06-22 13:18:39 +0900,22,traditional
1264,3,67,SITTING,2019-06-22,2019-06-22 04:18:52,2019-06-22 14:18:26 +0900,22,traditional
1265,5,67,SITTING,2019-06-22,2019-06-22 05:57:54,2019-06-22 15:12:29 +0900,22,proposed
1266,2,67,SITTING,2019-06-22,2019-06-22 05:13:54,2019-06-22 15:20:19 +0900,22,traditional
1267,3,67,SITTING,2019-06-22,2019-06-22 05:27:47,2019-06-22 15:15:47 +0900,22,traditional
1268,6,67,SITTING,2019-06-22,2019-06-22 06:19:26,2019-06-22 16:14:52 +0900,22,traditional
